learner_id,employee_id,full_name,email,role,department,region,manager_id,employment_status,role_requires_certification,hire_date,source_system
L04327,E04327,Learner 04327,learner04327@example.com,HR Business Partner,Human Resources,NA,M019,Active,True,2021-09-21,HRIS
L04328,E04328,Learner 04328,learner04328@example.com,Product Manager,Product,LATAM,M017,Active,True,2025-03-18,HRIS
L04329,E04329,Learner 04329,learner04329@example.com,Sales Engineer,Sales,EMEA,M019,Active,True,2024-07-04,HRIS
L04330,E04330,Learner 04330,learner04330@example.com,Customer Success Manager,Customer Success,APAC,M043,Active,True,2026-01-22,HRIS
L04331,E04331,Learner 04331,learner04331@example.com,Implementation Consultant,Professional Services,EMEA,M043,Active,True,2025-09-20,HRIS
L04332,E04332,Learner 04332,learner04332@example.com,Learning Program Manager,Learning and Development,APAC,M069,Active,True,2021-08-29,HRIS
L04333,E04333,Learner 04333,learner04333@example.com,Sales Engineer,Sales,LATAM,M014,Active,True,2022-01-11,HRIS
L04334,E04334,Learner 04334,learner04334@example.com,Implementation Consultant,Professional Services,LATAM,M060,Active,True,2023-04-06,HRIS
L04335,E04335,Learner 04335,learner04335@example.com,Implementation Consultant,Professional Services,APAC,M008,Active,True,2023-10-25,HRIS
L04336,E04336,Learner 04336,learner04336@example.com,HR Business Partner,Human Resources,APAC,M041,Active,True,2023-03-14,HRIS
L04337,E04337,Learner 04337,learner04337@example.com,Customer Success Manager,Customer Success,LATAM,M041,Active,True,2026-01-20,HRIS
L04338,E04338,Learner 04338,learner04338@example.com,Implementation Consultant,Professional Services,NA,M050,Active,True,2025-03-26,HRIS
L04339,E04339,Learner 04339,learner04339@example.com,Learning Program Manager,Learning and Development,EMEA,M059,Active,True,2023-02-12,HRIS
L04340,E04340,Learner 04340,learner04340@example.com,HR Business Partner,Human Resources,NA,M027,Active,True,2022-01-12,HRIS
L04341,E04341,Learner 04341,learner04341@example.com,Security Analyst,Security,APAC,M015,Active,True,2024-04-25,HRIS
L04342,E04342,Learner 04342,learner04342@example.com,Learning Program Manager,Learning and Development,EMEA,M015,Active,True,2025-04-19,HRIS
L04343,E04343,Learner 04343,learner04343@example.com,HR Business Partner,Human Resources,LATAM,M004,Active,True,2026-04-05,HRIS
L04344,E04344,Learner 04344,learner04344@example.com,Security Analyst,Security,EMEA,M072,Active,True,2021-09-12,HRIS
L04345,E04345,Learner 04345,learner04345@example.com,HR Business Partner,Human Resources,LATAM,M012,Active,True,2026-03-30,HRIS
L04346,E04346,Learner 04346,learner04346@example.com,HR Business Partner,Human Resources,LATAM,M013,Active,True,2022-02-20,HRIS
L04347,E04347,Learner 04347,learner04347@example.com,Sales Engineer,Sales,NA,M028,Active,True,2023-07-29,HRIS
L04348,E04348,Learner 04348,learner04348@example.com,Customer Success Manager,Customer Success,APAC,M006,Active,True,2022-07-30,HRIS
L04349,E04349,Learner 04349,learner04349@example.com,Sales Engineer,Sales,NA,M017,Active,True,2022-12-14,HRIS
L04350,E04350,Learner 04350,learner04350@example.com,Security Analyst,Security,EMEA,M049,Active,True,2024-03-20,HRIS
L04351,E04351,Learner 04351,learner04351@example.com,HR Business Partner,Human Resources,NA,M064,Active,True,2022-08-02,HRIS
L04352,E04352,Learner 04352,learner04352@example.com,Sales Engineer,Sales,EMEA,M018,Active,False,2024-09-02,HRIS
L04353,E04353,Learner 04353,learner04353@example.com,Implementation Consultant,Professional Services,NA,M077,Active,True,2021-07-23,HRIS
L04354,E04354,Learner 04354,learner04354@example.com,Product Manager,Product,EMEA,M069,Active,True,2021-06-05,HRIS
L04355,E04355,Learner 04355,learner04355@example.com,Implementation Consultant,Professional Services,APAC,M033,Active,True,2022-01-08,HRIS
L04356,E04356,Learner 04356,learner04356@example.com,Product Manager,Product,LATAM,M076,Active,True,2022-12-05,HRIS
L04357,E04357,Learner 04357,learner04357@example.com,Product Manager,Product,APAC,M073,Active,False,2026-04-09,HRIS
L04358,E04358,Learner 04358,learner04358@example.com,Implementation Consultant,Professional Services,EMEA,M002,Active,False,2023-02-20,HRIS
L04359,E04359,Learner 04359,learner04359@example.com,Implementation Consultant,Professional Services,APAC,M046,Inactive,True,2025-07-10,HRIS
L04360,E04360,Learner 04360,learner04360@example.com,Implementation Consultant,Professional Services,EMEA,M052,Active,True,2023-05-10,HRIS
L04361,E04361,Learner 04361,learner04361@example.com,Sales Engineer,Sales,EMEA,M061,Active,True,2025-04-04,HRIS
L04362,E04362,Learner 04362,learner04362@example.com,Learning Program Manager,Learning and Development,LATAM,M013,Active,True,2022-04-03,HRIS
L04363,E04363,Learner 04363,learner04363@example.com,Sales Engineer,Sales,APAC,M077,Inactive,True,2024-03-30,HRIS
L04364,E04364,Learner 04364,learner04364@example.com,Security Analyst,Security,APAC,M071,Active,True,2023-08-18,HRIS
L04365,E04365,Learner 04365,learner04365@example.com,Support Specialist,Support,APAC,M078,Active,True,2024-11-18,HRIS
L04366,E04366,Learner 04366,learner04366@example.com,Support Specialist,Support,APAC,M016,Active,False,2022-03-26,HRIS
L04367,E04367,Learner 04367,learner04367@example.com,Sales Engineer,Sales,NA,M077,Active,True,2024-05-18,HRIS
L04368,E04368,Learner 04368,learner04368@example.com,Implementation Consultant,Professional Services,NA,M034,Active,False,2025-02-24,HRIS
L04369,E04369,Learner 04369,learner04369@example.com,Sales Engineer,Sales,NA,M035,Active,True,2022-11-25,HRIS
L04370,E04370,Learner 04370,learner04370@example.com,Implementation Consultant,Professional Services,APAC,M028,Active,True,2021-09-16,HRIS
L04371,E04371,Learner 04371,learner04371@example.com,Learning Program Manager,Learning and Development,EMEA,M059,Active,True,2021-09-23,HRIS
L04372,E04372,Learner 04372,learner04372@example.com,Learning Program Manager,Learning and Development,APAC,M076,Inactive,True,2025-01-07,HRIS
L04373,E04373,Learner 04373,learner04373@example.com,Customer Success Manager,Customer Success,EMEA,M058,Active,True,2025-02-09,HRIS
L04374,E04374,Learner 04374,learner04374@example.com,Sales Engineer,Sales,NA,M017,Active,True,2026-04-20,HRIS
L04375,E04375,Learner 04375,learner04375@example.com,Security Analyst,Security,EMEA,M066,Active,True,2022-11-27,HRIS
L04376,E04376,Learner 04376,learner04376@example.com,Learning Program Manager,Learning and Development,EMEA,M007,Active,True,2023-12-21,HRIS
L04377,E04377,Learner 04377,learner04377@example.com,Support Specialist,Support,EMEA,M040,Active,True,2025-11-06,HRIS
L04378,E04378,Learner 04378,learner04378@example.com,Customer Success Manager,Customer Success,NA,M072,Active,True,2023-04-29,HRIS
L04379,E04379,Learner 04379,learner04379@example.com,Product Manager,Product,NA,M065,Active,True,2025-12-23,HRIS
L04380,E04380,Learner 04380,learner04380@example.com,Security Analyst,Security,APAC,M062,Active,True,2021-09-18,HRIS
L04381,E04381,Learner 04381,learner04381@example.com,Learning Program Manager,Learning and Development,APAC,M004,Active,True,2025-10-25,HRIS
L04382,E04382,Learner 04382,learner04382@example.com,Product Manager,Product,APAC,M007,Active,True,2021-07-06,HRIS
L04383,E04383,Learner 04383,learner04383@example.com,Security Analyst,Security,EMEA,M004,Active,True,2022-04-16,HRIS
L04384,E04384,Learner 04384,learner04384@example.com,HR Business Partner,Human Resources,LATAM,M056,Active,True,2022-04-25,HRIS
L04385,E04385,Learner 04385,learner04385@example.com,Product Manager,Product,APAC,M047,Active,True,2021-07-03,HRIS
L04386,E04386,Learner 04386,learner04386@example.com,Learning Program Manager,Learning and Development,NA,M068,Active,False,2024-10-19,HRIS
L04387,E04387,Learner 04387,learner04387@example.com,Learning Program Manager,Learning and Development,LATAM,M001,Active,True,2024-07-07,HRIS
L04388,E04388,Learner 04388,learner04388@example.com,Implementation Consultant,Professional Services,EMEA,M015,Active,True,2022-03-17,HRIS
L04389,E04389,Learner 04389,learner04389@example.com,Customer Success Manager,Customer Success,APAC,M023,Active,True,2022-11-10,HRIS
L04390,E04390,Learner 04390,learner04390@example.com,Customer Success Manager,Customer Success,NA,M006,Active,True,2024-03-20,HRIS
L04391,E04391,Learner 04391,learner04391@example.com,Customer Success Manager,Customer Success,EMEA,M043,Active,True,2023-10-29,HRIS
L04392,E04392,Learner 04392,learner04392@example.com,Security Analyst,Security,NA,M031,Active,True,2023-12-29,HRIS
L04393,E04393,Learner 04393,learner04393@example.com,Implementation Consultant,Professional Services,LATAM,M009,Active,True,2021-12-16,HRIS
L04394,E04394,Learner 04394,learner04394@example.com,Security Analyst,Security,EMEA,M050,Active,False,2022-06-11,HRIS
L04395,E04395,Learner 04395,learner04395@example.com,Sales Engineer,Sales,NA,M059,Active,True,2023-05-18,HRIS
L04396,E04396,Learner 04396,learner04396@example.com,Product Manager,Product,NA,M043,Active,True,2025-07-15,HRIS
L04397,E04397,Learner 04397,learner04397@example.com,Learning Program Manager,Learning and Development,NA,M020,Active,True,2022-05-29,HRIS
L04398,E04398,Learner 04398,learner04398@example.com,HR Business Partner,Human Resources,LATAM,M048,Active,True,2026-03-15,HRIS
L04399,E04399,Learner 04399,learner04399@example.com,Security Analyst,Security,EMEA,M017,Active,True,2023-11-14,HRIS
L04400,E04400,Learner 04400,learner04400@example.com,Sales Engineer,Sales,APAC,M048,Active,False,2025-10-07,HRIS
L04401,E04401,Learner 04401,learner04401@example.com,Product Manager,Product,LATAM,M031,Active,True,2022-11-24,HRIS
L04402,E04402,Learner 04402,learner04402@example.com,Product Manager,Product,NA,M013,Active,True,2025-07-01,HRIS
L04403,E04403,Learner 04403,learner04403@example.com,HR Business Partner,Human Resources,APAC,M058,Active,True,2023-04-26,HRIS
L04404,E04404,Learner 04404,learner04404@example.com,HR Business Partner,Human Resources,LATAM,M059,Active,True,2022-05-29,HRIS
L04405,E04405,Learner 04405,learner04405@example.com,Implementation Consultant,Professional Services,LATAM,M042,Active,True,2022-09-14,HRIS
L04406,E04406,Learner 04406,learner04406@example.com,Implementation Consultant,Professional Services,APAC,M064,Active,True,2023-10-25,HRIS
L04407,E04407,Learner 04407,learner04407@example.com,Sales Engineer,Sales,NA,M041,Active,True,2024-04-06,HRIS
L04408,E04408,Learner 04408,learner04408@example.com,Sales Engineer,Sales,NA,M051,Active,True,2024-08-04,HRIS
L04409,E04409,Learner 04409,learner04409@example.com,Support Specialist,Support,NA,M059,Inactive,True,2021-12-22,HRIS
L04410,E04410,Learner 04410,learner04410@example.com,Learning Program Manager,Learning and Development,APAC,M055,Active,True,2025-01-29,HRIS
L04411,E04411,Learner 04411,learner04411@example.com,Learning Program Manager,Learning and Development,APAC,M074,Active,True,2023-08-08,HRIS
L04412,E04412,Learner 04412,learner04412@example.com,Implementation Consultant,Professional Services,APAC,M029,Active,True,2021-09-04,HRIS
L04413,E04413,Learner 04413,learner04413@example.com,HR Business Partner,Human Resources,APAC,M006,Active,True,2023-02-15,HRIS
L04414,E04414,Learner 04414,learner04414@example.com,Support Specialist,Support,LATAM,M055,Active,True,2025-05-24,HRIS
L04415,E04415,Learner 04415,learner04415@example.com,Customer Success Manager,Customer Success,EMEA,M034,Inactive,True,2025-11-30,HRIS
L04416,E04416,Learner 04416,learner04416@example.com,Customer Success Manager,Customer Success,NA,M010,Active,True,2022-06-17,HRIS
L04417,E04417,Learner 04417,learner04417@example.com,Implementation Consultant,Professional Services,LATAM,M080,Active,True,2023-01-15,HRIS
L04418,E04418,Learner 04418,learner04418@example.com,Implementation Consultant,Professional Services,LATAM,M008,Active,True,2022-06-20,HRIS
L04419,E04419,Learner 04419,learner04419@example.com,Product Manager,Product,NA,M065,Active,True,2026-02-28,HRIS
L04420,E04420,Learner 04420,learner04420@example.com,Product Manager,Product,LATAM,M014,Active,True,2022-04-09,HRIS
L04421,E04421,Learner 04421,learner04421@example.com,Learning Program Manager,Learning and Development,APAC,M040,Active,True,2026-01-11,HRIS
L04422,E04422,Learner 04422,learner04422@example.com,HR Business Partner,Human Resources,LATAM,M012,Active,True,2021-06-09,HRIS
L04423,E04423,Learner 04423,learner04423@example.com,Learning Program Manager,Learning and Development,EMEA,M057,Active,True,2021-10-03,HRIS
L04424,E04424,Learner 04424,learner04424@example.com,Product Manager,Product,LATAM,M031,Active,True,2025-05-03,HRIS
L04425,E04425,Learner 04425,learner04425@example.com,Support Specialist,Support,NA,M064,Active,True,2021-10-31,HRIS
L04426,E04426,Learner 04426,learner04426@example.com,Customer Success Manager,Customer Success,LATAM,M072,Active,True,2023-07-16,HRIS
L04427,E04427,Learner 04427,learner04427@example.com,Support Specialist,Support,NA,M072,Active,True,2023-09-04,HRIS
L04428,E04428,Learner 04428,learner04428@example.com,Customer Success Manager,Customer Success,EMEA,M032,Active,True,2026-04-22,HRIS
L04429,E04429,Learner 04429,learner04429@example.com,Customer Success Manager,Customer Success,LATAM,M046,Active,True,2022-11-10,HRIS
L04430,E04430,Learner 04430,learner04430@example.com,Learning Program Manager,Learning and Development,APAC,M023,Active,True,2021-09-03,HRIS
L04431,E04431,Learner 04431,learner04431@example.com,Sales Engineer,Sales,APAC,M018,Active,True,2022-07-11,HRIS
L04432,E04432,Learner 04432,learner04432@example.com,HR Business Partner,Human Resources,LATAM,M009,Active,True,2022-11-25,HRIS
L04433,E04433,Learner 04433,learner04433@example.com,Sales Engineer,Sales,NA,M001,Active,True,2024-03-20,HRIS
L04434,E04434,Learner 04434,learner04434@example.com,Customer Success Manager,Customer Success,LATAM,M078,Active,False,2024-05-21,HRIS
L04435,E04435,Learner 04435,learner04435@example.com,HR Business Partner,Human Resources,APAC,M068,Active,True,2023-07-14,HRIS
L04436,E04436,Learner 04436,learner04436@example.com,HR Business Partner,Human Resources,EMEA,M067,Active,True,2025-11-19,HRIS
L04437,E04437,Learner 04437,learner04437@example.com,Learning Program Manager,Learning and Development,NA,M063,Active,False,2025-03-08,HRIS
L04438,E04438,Learner 04438,learner04438@example.com,Support Specialist,Support,APAC,M011,Active,True,2023-07-28,HRIS
L04439,E04439,Learner 04439,learner04439@example.com,HR Business Partner,Human Resources,LATAM,M063,Active,True,2024-12-16,HRIS
L04440,E04440,Learner 04440,learner04440@example.com,Sales Engineer,Sales,APAC,M067,Active,True,2023-10-11,HRIS
L04441,E04441,Learner 04441,learner04441@example.com,Support Specialist,Support,EMEA,M066,Active,True,2021-08-24,HRIS
L04442,E04442,Learner 04442,learner04442@example.com,Learning Program Manager,Learning and Development,EMEA,M054,Active,False,2026-03-06,HRIS
L04443,E04443,Learner 04443,learner04443@example.com,Support Specialist,Support,NA,M023,Active,True,2024-10-15,HRIS
L04444,E04444,Learner 04444,learner04444@example.com,Product Manager,Product,APAC,M072,Inactive,True,2025-04-03,HRIS
L04445,E04445,Learner 04445,learner04445@example.com,Sales Engineer,Sales,LATAM,M024,Active,True,2026-04-25,HRIS
L04446,E04446,Learner 04446,learner04446@example.com,Learning Program Manager,Learning and Development,EMEA,M034,Active,True,2025-03-29,HRIS
L04447,E04447,Learner 04447,learner04447@example.com,Product Manager,Product,APAC,M004,Active,True,2025-06-10,HRIS
L04448,E04448,Learner 04448,learner04448@example.com,Support Specialist,Support,APAC,M051,Active,True,2021-08-02,HRIS
L04449,E04449,Learner 04449,learner04449@example.com,HR Business Partner,Human Resources,EMEA,M051,Inactive,True,2025-05-04,HRIS
L04450,E04450,Learner 04450,learner04450@example.com,HR Business Partner,Human Resources,APAC,M057,Active,True,2025-05-16,HRIS
L04451,E04451,Learner 04451,learner04451@example.com,Implementation Consultant,Professional Services,APAC,M046,Active,True,2022-01-02,HRIS
L04452,E04452,Learner 04452,learner04452@example.com,Product Manager,Product,LATAM,M067,Active,True,2023-01-14,HRIS
L04453,E04453,Learner 04453,learner04453@example.com,Learning Program Manager,Learning and Development,LATAM,M055,Active,True,2023-03-23,HRIS
L04454,E04454,Learner 04454,learner04454@example.com,Customer Success Manager,Customer Success,NA,M020,Active,True,2022-07-05,HRIS
L04455,E04455,Learner 04455,learner04455@example.com,Security Analyst,Security,LATAM,M075,Active,True,2021-07-27,HRIS
L04456,E04456,Learner 04456,learner04456@example.com,Implementation Consultant,Professional Services,EMEA,M044,Active,True,2022-04-15,HRIS
L04457,E04457,Learner 04457,learner04457@example.com,Customer Success Manager,Customer Success,LATAM,M032,Active,True,2024-06-04,HRIS
